taxonomy_id	name	rank	lineage	barcode35_barcode35_diamond.diamond	barcode33_barcode33_diamond.diamond	barcode36_barcode36_diamond.diamond	barcode34_barcode34_diamond.diamond	barcode37_barcode37_diamond.diamond	barcode38_barcode38_diamond.diamond
1314	Streptococcus pyogenes	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pyogenes	0	0	0	0	1	0
2842328	Salasmaviridae	family	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudoviricetes incertae sedis;Salasmaviridae	0	0	0	0	1	0
71237	Mammaliicoccus vitulinus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Mammaliicoccus;Mammaliicoccus vitulinus	0	0	0	0	2	1
1852390	Corynebacterium fournieri	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium fournieri	0	0	0	0	1	0
29394	Dolosigranulum pigrum	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum;Dolosigranulum pigrum	0	0	0	0	1	845
911	Nitrobacter	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Nitrobacter	0	0	0	0	1	0
33069	Pseudomonas viridiflava	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas syringae group;Pseudomonas viridiflava	0	0	0	0	1	0
1783348	Corynebacterium guangdongense	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium guangdongense	0	0	0	0	1	0
2768162	Roseomonas haemaphysalidis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Roseomonas;Roseomonas haemaphysalidis	0	0	0	0	1	0
2897335	Staphylococcus sp. HL28	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;unclassified Staphylococcus;Staphylococcus sp. HL28	0	0	0	0	4	0
3241576	Candidatus Leptofilum sp.	species	cellular organisms;Bacteria;Bacillati;Chloroflexota;Ardenticatenia;Candidatus Promineifilales;Candidatus Promineifilaceae;Candidatus Leptofilum;unclassified Candidatus Leptofilum;Candidatus Leptofilum sp.	0	0	0	0	1	0
79263	Paenibacillus chitinolyticus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus chitinolyticus	0	0	0	0	1	0
1955153	Picornavirales sp.	species	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;unclassified Picornavirales;Picornavirales sp.	0	0	0	0	1	0
3397060	Carnobacterium sp. TMP28	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;unclassified Carnobacterium;Carnobacterium sp. TMP28	0	0	0	0	1	0
186801	Clostridia	class	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia	0	0	0	0	1	0
1654388	Staphylococcus schweitzeri	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus schweitzeri	0	0	0	0	1	0
2903595	Nocardia sp. NBC_01377	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;unclassified Nocardia;Nocardia sp. NBC_01377	0	0	0	0	2	0
94138	Staphylococcus ureilyticus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus cohnii species complex;Staphylococcus ureilyticus	0	0	0	0	1	0
1678	Bifidobacterium	genus	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium	0	0	0	0	1	0
194	Campylobacter	genus	cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter	0	0	0	0	1	1
2908642	Solicola gregarius	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Solicola;Solicola gregarius	0	0	0	0	1	0
2840371	Gemella sp. zg-570	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Gemellaceae;Gemella;unclassified Gemella;Gemella sp. zg-570	0	0	0	0	1	0
1795815	Streptomyces sp. enrichment culture	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;environmental samples;Streptomyces sp. enrichment culture	0	0	0	0	1	1
1471761	Novibacillus thermophilus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Thermoactinomycetaceae;Novibacillus;Novibacillus thermophilus	0	0	0	0	1	0
134034	Corynebacterium freneyi	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium freneyi	0	0	0	0	1	0
3051183	Staphylococcus hsinchuensis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus hsinchuensis	0	0	0	0	2	0
351195	Salimicrobium	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Salimicrobium	0	0	0	0	1	0
5824	Plasmodium brasilianum	species	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium (Plasmodium);Plasmodium brasilianum	0	0	0	0	1	0
2732396	Orthornavirae	kingdom	Viruses;Riboviria;Orthornavirae	0	0	0	0	1	0
2559587	Riboviria	realm	Viruses;Riboviria	0	0	0	0	1	0
53344	Staphylococcus delphini	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus intermedius group;Staphylococcus delphini	0	0	0	0	1	0
2897332	Roseomonas cutis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Roseomonadaceae;Roseomonas;Roseomonas cutis	0	0	0	0	1	0
551760	Aromatoleum aromaticum	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Aromatoleum;Aromatoleum aromaticum	0	0	0	0	1	0
310907	Enterovirus H	no rank	Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Picornavirales;Picornaviridae;Ensavirinae;Enterovirus;Enterovirus hesimi;Enterovirus H	0	0	0	0	1	0
1461582	Jeotgalicoccus saudimassiliensis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Jeotgalicoccus;Jeotgalicoccus saudimassiliensis	0	0	0	0	2	0
2132	Spiroplasma	genus	cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma	0	0	0	0	1	0
2804917	Corynebacterium pseudokroppenstedtii	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium pseudokroppenstedtii	0	0	0	0	1	0
3387397	Rhodovulum sp. HP10	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodovulum;unclassified Rhodovulum;Rhodovulum sp. HP10	0	0	0	0	1	0
85006	Micrococcales	order	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales	0	0	0	0	1	1
522262	Staphylococcus rostri	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus rostri	0	0	0	0	1	0
69966	Macrococcoides caseolyticum	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Macrococcoides;Macrococcoides caseolyticum	0	0	0	0	1	0
3385497	Salinicoccus sp. HZC-1	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus;unclassified Salinicoccus;Salinicoccus sp. HZC-1	0	0	0	0	1	0
2025492	Staphylococcus sp. M0911	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;unclassified Staphylococcus;Staphylococcus sp. M0911	0	0	0	0	1	0
2815577	Alkalibacter rhizosphaerae	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Alkalibacter;Alkalibacter rhizosphaerae	0	0	0	0	1	0
2735563	Thiothrix subterranea	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;Thiothrix subterranea	0	0	0	0	1	0
1147043	Staphylococcus phage StB20	species	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified Caudoviricetes;Staphylococcus phage StB20	0	0	0	0	1	0
2640676	unclassified Wolbachia	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae;Wolbachia;unclassified Wolbachia	0	0	0	0	1	1
3041435	Methylocapsa sp. D3K7	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Methylocapsa;unclassified Methylocapsa;Methylocapsa sp. D3K7	0	0	0	0	1	0
47759	Streptomyces tubercidicus	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;Streptomyces tubercidicus	0	0	0	0	1	0
61635	Acholeplasma brassicae	species	cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma brassicae	0	0	0	0	1	0
2014528	Corynebacterium dentalis	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium dentalis	0	0	0	0	1	0
643214	Mammaliicoccus stepanovicii	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Mammaliicoccus;Mammaliicoccus stepanovicii	0	0	0	0	1	0
1578	Lactobacillus	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus	0	0	0	0	1	0
621	Shigella boydii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella boydii	0	0	0	0	1	0
1221880	Psychrobacillus	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Psychrobacillus	0	0	0	0	1	0
1307	Streptococcus suis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus suis	0	0	0	0	1	3
322009	Sinomonas cyclohexanicum	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Sinomonas;Sinomonas cyclohexanicum	0	0	0	0	1	0
1813871	Panacibacter ginsenosidivorans	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Panacibacter;Panacibacter ginsenosidivorans	0	0	0	0	1	0
1611836	Staphylococcus pragensis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus pragensis	0	0	0	0	1	0
2583989	Staphylococcus sp. 17KM0847	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;unclassified Staphylococcus;Staphylococcus sp. 17KM0847	0	0	0	0	1	0
2015853	Arthrobacter phage Abidatro	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudoviricetes incertae sedis;Galaxyvirus;Galaxyvirus abidatro;Arthrobacter phage Abidatro	0	0	0	0	1	0
3058419	Desulfoferula mesophila	species	cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfarculia;Desulfarculales;Desulfarculaceae;Desulfoferula;Desulfoferula mesophila	0	0	0	0	1	0
2932257	Halobacillus salinarum	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus salinarum	0	0	0	0	1	0
44750	Corynebacterium auris	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium auris	0	0	0	0	1	0
61015	Staphylococcus succinus	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus succinus	0	0	0	0	1	0
1063	Cereibacter sphaeroides	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Cereibacter;Cereibacter sphaeroides	0	0	0	0	1	0
3092120	Aliiphycobium algicola	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Aliiphycobium;Aliiphycobium algicola	0	0	0	0	1	0
1604696	Faucicola	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Faucicola	0	0	0	0	0	277
487316	Acinetobacter soli	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter soli	0	0	0	0	0	566
2908648	Suttonella sp. R2A3	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Suttonella;unclassified Suttonella;Suttonella sp. R2A3	0	0	0	0	0	156
10663	Tequatrovirus	genus	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Pantevenvirales;Straboviridae;Tevenvirinae;Tequatrovirus	0	0	0	0	0	45
68336	Bacteroidota/Chlorobiota group	clade	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group	0	0	0	0	0	100
730	[Haemophilus] ducreyi	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;[Haemophilus] ducreyi	0	0	0	0	0	116
2705319	Microcoleus anatoxicus	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Microcoleus;Microcoleus anatoxicus	0	0	0	0	0	2
3120518	Acinetobacter sp. KS-LM10	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. KS-LM10	0	0	0	0	0	9
168172	Puccinia striiformis f. sp. tritici	forma specialis	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Pucciniomycotina;Pucciniomycetes;Pucciniales;Pucciniaceae;Puccinia;Puccinia striiformis;Puccinia striiformis f. sp. tritici	0	0	0	0	0	6
34059	Faucicola atlantae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Faucicola;Faucicola atlantae	0	0	0	0	0	172
3392036	Neisseria sp. CCUG17229	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;unclassified Neisseria;Neisseria sp. CCUG17229	0	0	0	0	0	799
861445	Psychrobacter sanguinis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter sanguinis	0	0	0	0	0	297
888436	Psychrobacter sp. 4Bb	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. 4Bb	0	0	0	0	0	1
196806	unclassified Psychrobacter	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter	0	0	0	0	0	111
3374104	Limnohabitans sp. YIMB22184	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;unclassified Limnohabitans;Limnohabitans sp. YIMB22184	0	0	0	0	0	487
1922217	Candidatus Erwinia haradaeae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Candidatus Erwinia haradaeae	0	0	0	0	0	1
55209	Pantoea cypripedii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea cypripedii	0	0	0	0	0	74
727	Haemophilus influenzae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae	0	0	0	0	0	1
630	Yersinia enterocolitica	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia enterocolitica	0	0	0	0	0	7
386891	Moraxella bovoculi	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella bovoculi	0	0	0	0	0	76
316	Stutzerimonas stutzeri	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Stutzerimonas;Stutzerimonas stutzeri group;Stutzerimonas stutzeri subgroup;Stutzerimonas stutzeri	0	0	0	0	0	1
3414707	Psychrobacter sp. 219-2-C	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. 219-2-C	0	0	0	0	0	8
3110288	Dolosigranulum savutiense	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Dolosigranulum;Dolosigranulum savutiense	0	0	0	0	0	46
3414505	Tepidimonas sp. HKU79	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiales genera incertae sedis;Tepidimonas;unclassified Tepidimonas;Tepidimonas sp. HKU79	0	0	0	0	0	19
1775926	Lodderomyces beijingensis	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Serinales;Debaryomycetaceae;Candida/Lodderomyces clade;Lodderomyces;Lodderomyces beijingensis	0	0	0	0	0	4
306572	Psychrobacter celer	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter celer	0	0	0	0	0	26
5851	Plasmodium knowlesi strain H	strain	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium (Plasmodium);Plasmodium knowlesi;Plasmodium knowlesi strain H	0	0	0	0	0	19
413	Methylococcus	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylococcus	0	0	0	0	0	68
197162	Deferribacter desulfuricans	species	cellular organisms;Bacteria;Pseudomonadati;Deferribacterota;Deferribacteres;Deferribacterales;Deferribacteraceae;Deferribacter;Deferribacter desulfuricans	0	0	0	0	0	10
2708350	Psychrobacter sp. WY6	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. WY6	0	0	0	0	0	24
2038737	Flavobacterium ardleyense	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium ardleyense	0	0	0	0	0	212
443226	Coccidioides posadasii str. Silveira	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Onygenales;Onygenaceae;Coccidioides;Coccidioides posadasii;Coccidioides posadasii str. Silveira	0	0	0	0	0	1
256326	Psychrobacter arenosus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter arenosus	0	0	0	0	0	61
2599595	Pseudomonas eucalypticola	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas eucalypticola	0	0	0	0	0	1
761	Pasteurella testudinis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Pasteurella;Pasteurella testudinis	0	0	0	0	0	57
2448482	Pseudomonas leptonychotis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas leptonychotis	0	0	0	0	0	1
45286	Eremothecium sinecaudum	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Eremothecium;Eremothecium sinecaudum	0	0	0	0	0	1
155978	Acaryochloris marina	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Acaryochloridales;Acaryochloridaceae;Acaryochloris;Acaryochloris marina	0	0	0	0	0	1
1324350	Acinetobacter equi	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter equi	0	0	0	0	0	1
3112003	Psychrobacter sp. HD31	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. HD31	0	0	0	0	0	32
2933293	Methanonatronarchaeum sp. AMET6-2	species	cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Methanonatronarchaeia;Methanonatronarchaeales;Methanonatronarchaeaceae;Methanonatronarchaeum;unclassified Methanonatronarchaeum;Methanonatronarchaeum sp. AMET6-2	0	0	0	0	0	3
82688	Liquorilactobacillus nagelii	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus;Liquorilactobacillus nagelii	0	0	0	0	0	1
1914471	Sulfuritortus calidifontis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Thiobacillaceae;Sulfuritortus;Sulfuritortus calidifontis	0	0	0	0	0	1
435	Acetobacter aceti	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acetobacter;Acetobacter subgen. Acetobacter;Acetobacter aceti	0	0	0	0	0	1
3059076	Marivirga arenosa	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Cytophagia;Cytophagales;Marivirgaceae;Marivirga;Marivirga arenosa	0	0	0	0	0	9
765840	Moraxella macacae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella macacae	0	0	0	0	0	24
588596	Rhizophagus irregularis	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;Rhizophagus irregularis	0	0	0	0	0	2
2911538	Luteibacter aegosomaticola	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Lysobacterales;Rhodanobacteraceae;Luteibacter;Luteibacter aegosomaticola	0	0	0	0	0	1
2565531	Psychrobacter raelei	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;Psychrobacter raelei	0	0	0	0	0	11
1306992	Halioxenophilus aromaticivorans	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Halioxenophilus;Halioxenophilus aromaticivorans	0	0	0	0	0	2
2724914	Leifsonia sp. PS1209	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Leifsonia;unclassified Leifsonia;Leifsonia sp. PS1209	0	0	0	0	0	1
2842348	Pseudomonas alvandae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas alvandae	0	0	0	0	0	1
2718	Cardiobacterium hominis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Cardiobacterium;Cardiobacterium hominis	0	0	0	0	0	57
37727	Talaromyces marneffei	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Trichocomaceae;Talaromyces;Talaromyces sect. Talaromyces;Talaromyces marneffei	0	0	0	0	0	3
29430	Acinetobacter haemolyticus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter haemolyticus	0	0	0	0	0	2
137357	Ligilactobacillus equi	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus;Ligilactobacillus equi	0	0	0	0	0	5
1124	Chlorogloeopsis fritschii	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Chlorogloeopsidaceae;Chlorogloeopsis;Chlorogloeopsis fritschii	0	0	0	0	0	1
3045147	Acinetobacter corruptisaponis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter corruptisaponis	0	0	0	0	0	1
47878	Pseudomonas azotoformans	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas fluorescens group;Pseudomonas azotoformans	0	0	0	0	0	7
