taxonomy_id	name	rank	lineage	InfA-30_diamond.diamond	PI2-20_diamond.diamond	InfA-33_diamond.diamond	InfB-22_diamond.diamond	RSA-24_diamond.diamond	RSV-25_diamond.diamond
3233343	Aestuariibius sp. HNIBRBA575	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Aestuariibius;unclassified Aestuariibius;Aestuariibius sp. HNIBRBA575	0	0	0	1	0	0
33170	Eremothecium	genus	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Eremothecium	0	0	0	43	0	0
1082930	Pelagibacterium	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Pelagibacterium	0	0	0	1	0	0
488447	Burkholderia contaminans	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia cepacia complex;Burkholderia contaminans	0	0	0	14	0	0
3238630	Streptomyces sp. R35	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Kitasatosporales;Streptomycetaceae;Streptomyces;unclassified Streptomyces;Streptomyces sp. R35	0	0	0	7	0	0
400770	Devosia ginsengisoli	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia;Devosia ginsengisoli	0	0	0	2	0	0
2231603	Akanthomyces muscarius	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Cordycipitaceae;Akanthomyces;Akanthomyces muscarius	0	0	0	7	0	358
2744479	Flocculibacter collagenilyticus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Flocculibacter;Flocculibacter collagenilyticus	0	0	0	1	0	0
624	Shigella sonnei	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella sonnei	0	0	0	1	0	0
712	Pasteurellaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae	0	0	0	1	0	76
2026624	Parasphingopyxis algicola	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Parasphingopyxidaceae;Parasphingopyxis;Parasphingopyxis algicola	0	0	0	1	0	0
2904122	Moraxella nasicaprae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella nasicaprae	0	0	0	4	0	41
32003	Nitrosomonadales	order	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales	0	0	0	1	0	0
2821541	Candidatus Chloracidobacterium aggregatum	species	cellular organisms;Bacteria;Pseudomonadati;Acidobacteriota;Blastocatellia;Chloracidobacteriales;Chloracidobacteriaceae;Chloracidobacterium;Candidatus Chloracidobacterium aggregatum	0	0	0	1	0	0
3424297	Caudoviricetes incertae sedis	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudoviricetes incertae sedis	0	0	0	1	1	0
1884633	Cryptococcaceae	family	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cryptococcaceae	0	0	0	6	0	0
186817	Bacillaceae	family	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae	0	0	0	1	7	1
45286	Eremothecium sinecaudum	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Eremothecium;Eremothecium sinecaudum	0	0	0	7	0	0
2319	Methanopyrus	genus	cellular organisms;Archaea;Methanobacteriati;Methanobacteriota;Methanomada group;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus	0	0	0	3	0	0
11834	RD114 retrovirus	species	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Gammaretrovirus;unclassified Gammaretrovirus;RD114 retrovirus	0	0	0	2	0	0
48254	Torulaspora globosa	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Torulaspora;Torulaspora globosa	0	0	0	2	0	0
3416606	Ramlibacter sp. MMS24-I3-19	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ramlibacter;unclassified Ramlibacter;Ramlibacter sp. MMS24-I3-19	0	0	0	2	0	0
3028374	Paraburkholderia sp. A2RO-4L	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;unclassified Paraburkholderia;Paraburkholderia sp. A2RO-4L	0	0	0	20	0	0
5147	Sordaria macrospora	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Sordariaceae;Sordaria;Sordaria macrospora	0	0	0	2	0	0
2012	Thermomonosporaceae	family	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Streptosporangiales;Thermomonosporaceae	0	0	0	1	0	0
202950	Acinetobacter baylyi	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter baylyi	0	0	0	4	0	0
2052056	Pantoea phytobeneficialis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea phytobeneficialis	0	0	0	2	0	2
1147154	Escherichia phage mEpX2	no rank	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudoviricetes incertae sedis;Hendrixvirinae;Shamshuipovirus;Shamshuipovirus mEpX2;Escherichia phage mEpX2	0	0	0	1	0	0
3459034	Acinetobacter sp. WZC-1	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. WZC-1	0	0	0	19	0	5
3095078	Streptococcus wuxiensis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus wuxiensis	0	0	0	1	0	0
2093780	Podospora pseudopauciseta	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Sordariomycetidae;Sordariales;Podosporaceae;Podospora;Podospora pseudopauciseta	0	0	0	1	0	0
1309795	Faucicola mancuniensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Faucicola;Faucicola mancuniensis	0	0	0	11	0	1406
42260	Zygotorulaspora mrakii	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Zygotorulaspora;Zygotorulaspora mrakii	0	0	0	5	0	0
3345111	Sulfuriferula sp. GW1	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Sulfuricellaceae;Sulfuriferula;unclassified Sulfuriferula;Sulfuriferula sp. GW1	0	0	0	1	0	0
1636152	Planctomyces sp. SH-PL62	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;unclassified Planctomyces;Planctomyces sp. SH-PL62	0	0	0	1	0	0
84565	Sodalis	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Bruguierivoracaceae;Sodalis	0	0	0	3	0	0
1929291	Reyranella sp.	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Reyranellaceae;Reyranella;unclassified Reyranella;Reyranella sp.	0	0	0	4	0	14
59282	Blastochloris	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Blastochloridaceae;Blastochloris	0	0	0	1	0	0
35703	Citrobacter amalonaticus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter amalonaticus	0	0	0	2	0	0
451871	Eurotiomycetidae	subclass	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae	0	0	0	1	0	0
2630295	unclassified Undibacterium	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Undibacterium;unclassified Undibacterium	0	0	0	1	0	1
2545709	Schizosaccharomyces osmophilus	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;Schizosaccharomyces osmophilus	0	0	0	4	0	0
4779	Bremia lactucae	species	cellular organisms;Eukaryota;Sar;Stramenopiles;Oomycota;Peronosporomycetes;Peronosporales;Peronosporaceae;Bremia;Bremia lactucae	0	0	0	6	0	0
1261031	Nostoc sp. 'Peltigera membranacea cyanobiont' N6	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae;Nostoc;unclassified Nostoc;Nostoc cyanobionts;Nostoc sp. 'Peltigera membranacea cyanobiont' N6	0	0	0	6	0	1
1352	Enterococcus faecium	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus faecium	0	0	0	3	0	1
161879	Corynebacterium kroppenstedtii	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium kroppenstedtii	0	0	0	10	2	0
2617746	unclassified Microvirga	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Microvirga;unclassified Microvirga	0	0	0	3	0	0
98403	Drechmeria coniospora	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;sordariomyceta;Sordariomycetes;Hypocreomycetidae;Hypocreales;Ophiocordycipitaceae;Drechmeria;Drechmeria coniospora	0	0	0	4	0	0
1499973	Escherichia marmotae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia marmotae	0	0	0	3	0	0
2497875	Enterobacter chuandaensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae complex;Enterobacter chuandaensis	0	0	0	2	0	0
90239	Moraxella canis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella canis	0	0	0	2	0	65
2986949	Jiella pelagia	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Jiella;Jiella pelagia	0	0	0	1	0	0
215580	Caldimonas thermodepolymerans	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Caldimonas;Caldimonas thermodepolymerans	0	0	0	1	0	0
323732	Babesia duncani	species	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Babesiidae;Babesia;Babesia duncani	0	0	0	3	0	0
1628086	Pseudomonas kribbensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas kribbensis	0	0	0	1	0	0
1286322	Leishmaniinae	subfamily	cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Leishmaniinae	0	0	0	5	0	0
1897064	Cryptococcus neoformans species complex	species group	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Tremellomycetes;Tremellales;Cryptococcaceae;Cryptococcus;Cryptococcus neoformans species complex	0	0	0	1	0	0
4895	Schizosaccharomyces	genus	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;Taphrinomycotina;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces	0	0	0	1	0	0
150055	Streptococcus lutetiensis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus lutetiensis	0	0	0	1	0	0
1178	Nostoc commune	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nostocaceae;Nostoc;Nostoc commune	0	0	0	2	0	0
2605943	Hwanghaeella sp.	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Aestuariispiraceae;Hwanghaeella;unclassified Hwanghaeella;Hwanghaeella sp.	0	0	0	1	0	0
871575	Ogataea parapolymorpha DL-1	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Pichiales;Pichiaceae;Ogataea;Ogataea parapolymorpha;Ogataea parapolymorpha DL-1	0	0	0	2	0	0
2919914	Sphingomonas sp. LaA6.9	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;unclassified Sphingomonas;Sphingomonas sp. LaA6.9	0	0	0	1	0	1
226230	Saccharomyces kudriavzevii IFO 1802	strain	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces kudriavzevii;Saccharomyces kudriavzevii IFO 1802	0	0	0	1	0	0
2546356	Gloeothece citriformis	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Aphanothecaceae;Gloeothece;Gloeothece citriformis	0	0	0	2	0	0
2157	Archaea	domain	cellular organisms;Archaea	0	0	0	1	0	0
573570	Francisella uliginis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella;Francisella uliginis	0	0	0	1	0	0
227292	Sinorhizobium/Ensifer group	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Sinorhizobium/Ensifer group	0	0	0	4	0	0
546	Citrobacter freundii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter freundii complex;Citrobacter freundii	0	0	0	10	10	1
155619	Agaricomycetes	class	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes	0	0	0	2	0	0
2761500	Porcisia hertigi	species	cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Leishmaniinae;Porcisia;Porcisia hertigi	0	0	0	6	0	0
256729	lymphocystis disease virus-China	no rank	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Pimascovirales;Pimascovirales incertae sedis;Iridoviridae;Alphairidovirinae;Lymphocystivirus;Lymphocystivirus paralichthys1;Lymphocystis disease virus 2;lymphocystis disease virus-China	0	0	0	7	3	0
3134048	Wolbachia endosymbiont of Zygogramma bicolorata	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Wolbachieae;Wolbachia;unclassified Wolbachia;Wolbachia endosymbiont of Zygogramma bicolorata	0	0	0	1	0	0
191	Azospirillum	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum	0	0	0	2	0	0
165695	Sphingobium	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingobiaceae;Sphingobium	0	0	0	1	0	0
11660	Caprine arthritis encephalitis virus	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Lentivirus capartenc;Caprine arthritis encephalitis virus	0	0	0	3	9	0
51637	Naegleria lovaniensis	species	cellular organisms;Eukaryota;Discoba;Heterolobosea;Tetramitia;Eutetramitea;Acrasida;Naegleriidae;Naegleria;Naegleria lovaniensis	0	0	0	3	0	0
394239	Koala retrovirus	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Gammaretrovirus;Gammaretrovirus koa;Koala retrovirus	0	0	0	4	0	1
2997333	Baekduia alba	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Thermoleophilia;Solirubrobacterales;Baekduiaceae;Baekduia;Baekduia alba	0	0	0	1	0	2
420245	Leishmania braziliensis MHOM/BR/75/M2904	strain	cellular organisms;Eukaryota;Discoba;Euglenozoa;Kinetoplastea;Metakinetoplastina;Trypanosomatida;Trypanosomatidae;Leishmaniinae;Leishmania;Viannia;Leishmania braziliensis species complex;Leishmania braziliensis;Leishmania braziliensis MHOM/BR/75/M2904	0	0	0	4	0	0
715340	Pleosporineae	suborder	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Pleosporomycetidae;Pleosporales;Pleosporineae	0	0	0	2	0	0
2528021	Anatilimnocola aggregata	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Anatilimnocola;Anatilimnocola aggregata	0	0	0	2	0	0
1582356	Sphingomicrobium aestuariivivum	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomicrobiaceae;Sphingomicrobium;Sphingomicrobium aestuariivivum	0	0	0	1	0	0
36651	Penicillium digitatum	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Eurotiomycetidae;Eurotiales;Aspergillaceae;Penicillium;Penicillium digitatum	0	0	0	2	0	0
70799	Nodularia spumigena	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Nostocales;Nodulariaceae;Nodularia;Nodularia spumigena	0	0	0	1	0	0
5873	Theileria	genus	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae;Theileria	0	0	0	1	1	0
29404	Microlunatus	genus	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Microlunatus	0	0	0	1	0	0
517	Bordetella	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella	0	0	0	1	0	0
46680	Pseudomonas nitroreducens	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas aeruginosa group;Pseudomonas nitroreducens/multiresinivorans group;Pseudomonas nitroreducens	0	0	0	2	0	0
1423	Bacillus subtilis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis group;Bacillus subtilis	0	0	0	1	0	1
2068657	Allosphingosinicella humi	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomicrobiaceae;Allosphingosinicella;Allosphingosinicella humi	0	0	0	3	0	0
2020962	Malassezia vespertilionis	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Ustilaginomycotina;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia vespertilionis	0	0	0	2	0	0
3409772	Streptococcus mitis group	species group	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mitis group	0	0	0	1	0	0
2684926	unclassified Acidovorax	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Acidovorax;unclassified Acidovorax	0	0	0	3	0	0
1761016	Paraburkholderia caffeinilytica	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia caffeinilytica	0	0	0	1	0	0
13502	Brettanomyces nanus	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Pichiales;Pichiaceae;Brettanomyces;Brettanomyces nanus	0	0	0	3	0	0
984307	Paraburkholderia kururiensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Paraburkholderia;Paraburkholderia kururiensis	0	0	0	1	0	0
4910	Kluyveromyces	genus	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Kluyveromyces	0	0	0	3	0	0
2480087	Rhodopila sp.	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodopila;unclassified Rhodopila;Rhodopila sp.	0	0	0	1	0	0
1350	Enterococcus	genus	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus	0	0	0	1	0	0
1120755	Plasmodium cynomolgi strain B	strain	cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium (Plasmodium);Plasmodium cynomolgi;Plasmodium cynomolgi strain B	0	0	0	1	0	0
2652172	unclassified Nitrospira	no rank	cellular organisms;Bacteria;Pseudomonadati;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;unclassified Nitrospira	0	0	0	1	0	0
3413936	Hyphomicrobium sp. 1Nfss2.1	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Hyphomicrobium;unclassified Hyphomicrobium;Hyphomicrobium sp. 1Nfss2.1	0	0	0	1	0	0
11676	Human immunodeficiency virus 1	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Lentivirus;Lentivirus humimdef1;Human immunodeficiency virus 1	0	0	0	3	3	0
28450	Burkholderia pseudomallei	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;pseudomallei group;Burkholderia pseudomallei	0	0	0	1	2	21
407	Methylobacterium	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylobacterium	0	0	0	1	1	0
4930	Saccharomyces	genus	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces	0	0	0	2	0	0
47735	Bibersteinia trehalosi	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Bibersteinia;Bibersteinia trehalosi	0	0	0	2	0	0
1385	Bacillales	order	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales	0	0	0	3	361705	0
691	Vibrio natriegens	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio harveyi group;Vibrio natriegens	0	0	0	1	0	0
1813871	Panacibacter ginsenosidivorans	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Panacibacter;Panacibacter ginsenosidivorans	0	0	0	1	0	0
2038635	Hyphococcus	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Parvularculales;Parvularculaceae;Hyphococcus	0	0	0	2	0	0
85413	Allobosea	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Alloboseaceae;Allobosea	0	0	0	1	0	0
3038773	Jannaschia ovalis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Jannaschia;Jannaschia ovalis	0	0	0	1	0	0
498019	Candidozyma auris	species	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Serinales;Metschnikowiaceae;Candidozyma;Candidozyma auris	0	0	0	1	0	0
1716543	Clostridium thermarum	species	cellular organisms;Bacteria;Bacillati;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium thermarum	0	0	0	1	0	0
2731619	Caudoviricetes	class	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	0	0	0	4	0	0
571177	Desulfosarcina alkanivorans	species	cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Desulfosarcina;Desulfosarcina alkanivorans	0	0	0	1	1	0
11764	Baboon endogenous virus strain M7	no rank	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Orthoretrovirinae;Gammaretrovirus;unclassified Gammaretrovirus;Baboon endogenous virus;Baboon endogenous virus strain M7	0	0	0	1	0	0
575	Klebsiella planticola	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella planticola	0	0	0	3	0	2
651137	Nitrososphaerota	phylum	cellular organisms;Archaea;Thermoproteati;Nitrososphaerota	0	0	0	1	0	0
